system,planet,msini_mjup,swept,edge_on_survival,ceiling_factor,m95_factor,mass_ceiling_mjup,mass_95_mjup,inc_floor_deg,t_max_yr
Barnard's star,Barnard d,0.00082749,True,0.55,1.220774588761456,2.1792350319735614,0.0010101787644542172,0.0018032951966078022,55.0,6407.118715264132
Barnard's star,Barnard b,0.00094076,True,0.55,1.220774588761456,2.1792350319735614,0.0011484559021232275,0.0020501371486794477,55.0,6407.118715264132
Barnard's star,Barnard c,0.00105403,True,0.55,1.220774588761456,2.1792350319735614,0.0012867330397922376,0.002296979100751093,55.0,6407.118715264132
Barnard's star,Barnard e,0.00060725,True,0.55,1.220774588761456,2.1792350319735614,0.0007413153690253942,0.0013233404731659453,55.0,6407.118715264132
TYC 1422-614-1,TYC 1422-614-1 b,2.5,True,1.0,3.0715534867572423,2.013838310483138,7.678883716893106,5.034595776207845,19.0,543189.6214679668
TYC 1422-614-1,TYC 1422-614-1 c,10.0,True,1.0,3.0715534867572423,2.013838310483138,30.715534867572423,20.13838310483138,19.0,543189.6214679668
47 UMa,47 UMa b,2.53,True,0.55,3.6279552785433005,2.3506648179478695,9.178726854714549,5.94718198940811,16.0,2951403.290536893
47 UMa,47 UMa c,0.54,True,0.55,3.6279552785433005,2.3506648179478695,1.9590958504133824,1.2693590016918497,16.0,2951403.290536893
47 UMa,47 UMa d,1.64,True,0.55,3.6279552785433005,2.3506648179478695,5.949846656811013,3.855090301434506,16.0,2951403.290536893
HIP 57274,HIP 57274 b,10.57,False,0.45,8.205509048125078,2.9672447459630056,,,7.0,22272.964748132883
HIP 57274,HIP 57274 c,0.40902369,True,0.45,8.205509048125078,2.9672447459630056,3.356247589192507,1.2136733951269012,7.0,22272.964748132883
HIP 57274,HIP 57274 d,0.5267,True,0.45,8.205509048125078,2.9672447459630056,4.321841615647478,1.562847807698715,7.0,22272.964748132883
HD 95089,HD 95089 b,1.26,True,0.95,3.0715534867572423,2.3051083518883324,3.870157393314125,2.904436523379299,19.0,1271457.9639976646
HD 95089,HD 95089 c,3.45,True,0.95,3.0715534867572423,2.3051083518883324,10.596859529312486,7.952623814014747,19.0,1271457.9639976646
HIP 65407,HIP 65407 b,0.428,True,0.95,4.283657569731186,2.4855961488976615,1.8334054398449473,1.063835151728199,13.5,77002.05715261289
HIP 65407,HIP 65407 c,0.784,True,0.95,4.283657569731186,2.4855961488976615,3.3583875346692498,1.9487073807357667,13.5,77002.05715261289
HD 147873,HD 147873 b,5.14,True,1.0,4.283657569731186,2.4247929080389246,22.017999908418293,12.46343554732007,13.5,319222.46199993655
HD 147873,HD 147873 c,2.3,True,1.0,4.283657569731186,2.4247929080389246,9.852412410381726,5.577023688489526,13.5,319222.46199993655
HD 94890,HD 94890 b,2.13,True,1.0,6.765469075058578,2.711334186772447,14.410449129874772,5.775141817825312,8.5,2257659.2285593254
HD 94890,HD 94890 c,8.91,True,1.0,6.765469075058578,2.711334186772447,60.28032945877194,24.157987604142505,8.5,2257659.2285593254
HIP 111909,HIP 111909 b,1.21,True,1.0,4.283657569731186,2.333242630289087,5.183225659374735,2.823223582649795,13.5,1333552.4267443907
HIP 111909,HIP 111909 c,0.81,True,1.0,4.283657569731186,2.333242630289087,3.4697626314822605,1.8899265305341606,13.5,1333552.4267443907
HD 96700,HD 96700 b,0.02800253,True,0.9,4.283657569731186,2.6068928871358583,0.11995324960612462,0.07299959627880849,13.5,22243.6696061624
HD 96700,HD 96700 c,0.01101223,True,0.9,4.283657569731186,2.6068928871358583,0.04717262239912085,0.028707704058504112,13.5,22243.6696061624
HD 96700,HD 96700 d,0.03995867,True,0.9,4.283657569731186,2.6068928871358583,0.17116925922189044,0.10416797260240901,13.5,22243.6696061624
HD 141399,HD 141399 b,0.451,True,0.85,6.765469075058578,2.711334186772447,3.051226552851419,1.2228117182343736,8.5,258562.64091946604
HD 141399,HD 141399 c,1.33,True,0.85,6.765469075058578,2.711334186772447,8.998073869827909,3.606074468407355,8.5,258562.64091946604
HD 141399,HD 141399 d,1.18,True,0.85,6.765469075058578,2.711334186772447,7.983253508569122,3.1993743403914876,8.5,258562.64091946604
HD 141399,HD 141399 e,0.66,True,0.85,6.765469075058578,2.711334186772447,4.465209589538662,1.7894805632698152,8.5,258562.64091946604
GJ 229,GJ 229 A c,0.027,True,0.8,,2.6750616995467165,,0.07222666588776135,,333833.49500177416
GJ 229,GJ 229 b,0.047,True,0.8,,2.6750616995467165,,0.12572789987869568,,333833.49500177416
61 Vir,61 Vir b,0.016,True,0.95,,2.9921651744703697,,0.047874642791525916,,11540.041631045298
61 Vir,61 Vir c,0.057,True,0.95,,2.9921651744703697,,0.17055341494481108,,11540.041631045298
61 Vir,61 Vir d,0.072,True,0.95,,2.9921651744703697,,0.2154358925618666,,11540.041631045298
GJ 849,GJ 849 b,0.893,True,1.0,,3.098816822595088,,2.7672434225774136,,5271211.749438908
GJ 849,GJ 849 c,0.99,True,1.0,,3.098816822595088,,3.067828654369137,,5271211.749438908
HD 142,HD 142 A d,0.26,True,0.95,,3.171823353363727,,0.8246740718745691,,296928.1173211003
HD 142,HD 142 b,7.1,False,0.95,,3.171823353363727,,,,296928.1173211003
HD 142,HD 142 c,10.901,False,0.95,,3.171823353363727,,,,296928.1173211003
HD 108874,HD 108874 b,1.42,True,1.0,,3.057446401762336,,4.3415738905025165,,1080030.7920468103
HD 108874,HD 108874 c,0.99,True,1.0,,3.057446401762336,,3.0268719377447124,,1080030.7920468103
HD 125612,HD 125612 c,0.049,True,1.0,11.473713245669856,3.0048733490978945,0.562211949037823,0.14723879410579685,5.0,11374.839710011112
HD 125612,HD 125612 b,2.974,True,1.0,11.473713245669856,3.0048733490978945,34.12282319262216,8.936493340217138,5.0,11374.839710011112
HD 125612,HD 125612 d,7.178,False,1.0,11.473713245669856,3.0048733490978945,,,5.0,11374.839710011112
Kepler-20,Kepler-20 b,0.03051961,False,0.4,2.5593046652474523,2.3390037142659996,,,23.0,10119.38415076135
Kepler-20,Kepler-20 e,0.00239123,False,0.4,2.5593046652474523,2.3390037142659996,,,23.0,10119.38415076135
Kepler-20,Kepler-20 c,0.03492451,False,0.4,2.5593046652474523,2.3390037142659996,,,23.0,10119.38415076135
Kepler-20,Kepler-20 f,0.00440489,False,0.4,2.5593046652474523,2.3390037142659996,,,23.0,10119.38415076135
Kepler-20,Kepler-20 g,0.06280087,True,0.4,2.5593046652474523,2.3390037142659996,0.16072655957259877,0.14689146818913618,23.0,10119.38415076135
Kepler-20,Kepler-20 d,0.04216111,False,0.4,2.5593046652474523,2.3390037142659996,,,23.0,10119.38415076135
HD 48948,HD 48948 b,0.0153542,True,0.85,11.473713245669856,2.7989800136130962,0.1761696879166641,0.042976098925018205,5.0,20096.181692366677
HD 48948,HD 48948 c,0.02287398,True,0.85,11.473713245669856,2.7989800136130962,0.26244948730718737,0.06402381285178568,5.0,20096.181692366677
HD 48948,HD 48948 d,0.03331987,True,0.85,11.473713245669856,2.7989800136130962,0.38230263376299767,0.0932616501861866,5.0,20096.181692366677
HD 60532,HD 60532 b,1.06,True,1.0,9.566772233505626,3.030804031055452,10.140778567515964,3.212652272918779,6.000000000000001,552772.091753217
HD 60532,HD 60532 c,2.51,True,1.0,9.566772233505626,3.030804031055452,24.012598306099118,7.607318117949183,6.000000000000001,552772.091753217
GJ 667 C,GJ 667 C b,0.01789,True,0.15,1.624269245482744,2.156635402437404,0.029058176801686292,0.03858220734960516,38.0,19720.740024800783
GJ 667 C,GJ 667 C c,0.012,True,0.15,1.624269245482744,2.156635402437404,0.01949123094579293,0.025879624829248847,38.0,19720.740024800783
GJ 667 C,GJ 667 C f,0.008,True,0.15,1.624269245482744,2.156635402437404,0.012994153963861953,0.01725308321949923,38.0,19720.740024800783
GJ 667 C,GJ 667 C e,0.008,True,0.15,1.624269245482744,2.156635402437404,0.012994153963861953,0.01725308321949923,38.0,19720.740024800783
GJ 667 C,GJ 667 C g,0.014,True,0.15,1.624269245482744,2.156635402437404,0.022739769436758418,0.030192895634123657,38.0,19720.740024800783
TOI-1062,TOI-1062 b,0.03193547,False,1.0,,3.2182844231134156,,,,11260.671258514198
TOI-1062,TOI-1062 c,0.03077132,True,1.0,,3.2182844231134156,,0.09903085983463832,,11260.671258514198
HD 50499,HD 50499 b,1.636,True,0.9,6.765469075058578,2.768779445815037,11.068307406795833,4.529723173353401,8.5,6699794.891166475
HD 50499,HD 50499 c,2.93,True,0.9,6.765469075058578,2.768779445815037,19.822824389921635,8.11252377623806,8.5,6699794.891166475
HD 27894,HD 27894 b,0.619,True,1.0,9.566772233505626,3.0048733490978945,5.921832012539983,1.8600166030915968,6.000000000000001,49334.40344523688
HD 27894,HD 27894 c,0.162,True,1.0,9.566772233505626,3.0048733490978945,1.5498171018279114,0.4867894825538589,6.000000000000001,49334.40344523688
HD 27894,HD 27894 d,6.493,False,1.0,9.566772233505626,3.0048733490978945,,,6.000000000000001,49334.40344523688
HD 33142,HD 33142 d,0.2,True,1.0,4.283657569731186,2.7300631610489905,0.8567315139462371,0.5460126322097981,13.5,246132.7973535349
HD 33142,HD 33142 b,1.26,True,1.0,4.283657569731186,2.7300631610489905,5.397408537861294,3.439879582921728,13.5,246132.7973535349
HD 33142,HD 33142 c,0.89,True,1.0,4.283657569731186,2.7300631610489905,3.8124552370607554,2.4297562133336017,13.5,246132.7973535349
HD 184010,HD 184010 b,0.31,True,1.0,4.283657569731186,2.418326647207642,1.3279338466166675,0.749681260634369,13.5,784668.0751782964
HD 184010,HD 184010 c,0.3,True,1.0,4.283657569731186,2.418326647207642,1.2850972709193555,0.7254979941622927,13.5,784668.0751782964
HD 184010,HD 184010 d,0.45,True,1.0,4.283657569731186,2.418326647207642,1.9276459063790337,1.088246991243439,13.5,784668.0751782964
HD 1605,HD 1605 b,0.934,True,1.0,,3.2025630761017436,,2.991193913079029,,1580287.5497105806
HD 1605,HD 1605 c,3.62,True,1.0,,3.2025630761017436,,11.593278335488312,,1580287.5497105806
HD 164922,HD 164922 d,0.01258534,True,0.9,,2.9796234971089235,,0.03749957478310482,,34108.146692494505
HD 164922,HD 164922 e,0.0331,True,0.9,,2.9796234971089235,,0.09862553775430535,,34108.146692494505
HD 164922,HD 164922 c,0.04090237,True,0.9,,2.9796234971089235,,0.12187366273944313,,34108.146692494505
HD 164922,HD 164922 b,0.36497499,True,0.9,,2.9796234971089235,,1.0874880560610944,,34108.146692494505
HD 159868,HD 159868 c,0.768,True,1.0,,3.2025630761017436,,2.4595684424461393,,960985.6655187102
HD 159868,HD 159868 b,2.218,True,1.0,,3.2025630761017436,,7.103284902793667,,960985.6655187102
TOI-375,TOI-375 b,0.745,False,1.0,,3.2025630761017436,,,,25885.5317330225
TOI-375,TOI-375 c,2.106,True,1.0,,3.2025630761017436,,6.744597838270272,,25885.5317330225
TOI-375,TOI-375 d,1.402,True,1.0,,3.2025630761017436,,4.489993432694645,,25885.5317330225
75 Cet,75 Cet b,2.479,True,1.0,,3.0048733490978945,,7.449081032413681,,1907241.7048495666
75 Cet,75 Cet c,0.912,True,1.0,,3.0048733490978945,,2.7404444943772797,,1907241.7048495666
HD 177830,HD 177830 c,0.15,True,1.0,,3.2025630761017436,,0.48038446141526153,,303627.66527457366
HD 177830,HD 177830 b,1.69,True,1.0,,3.2025630761017436,,5.412331598611947,,303627.66527457366
HD 107148,HD 107148 c,0.0626,True,0.7,,2.931051908802748,,0.183483849491052,,50175.77231272894
HD 107148,HD 107148 b,0.21,True,0.7,,2.931051908802748,,0.615520900848577,,50175.77231272894
rho CrB,rho CrB e,0.01167297,True,1.0,,3.171823353363727,,0.03702459884911418,,35329.228274773915
rho CrB,rho CrB b,1.09491472,True,1.0,,3.171823353363727,,3.4728760788377064,,35329.228274773915
rho CrB,rho CrB c,0.08634219,True,1.0,,3.171823353363727,,0.27386217462256807,,35329.228274773915
YZ Cet,YZ Cet b,0.00220245,True,0.8,5.758770483143634,2.720647808954717,0.012683404050599695,0.005992090766832317,10.0,5532.8407802867605
YZ Cet,YZ Cet c,0.00358684,True,0.8,5.758770483143634,2.720647808954717,0.02065578831975891,0.009758528387071138,10.0,5532.8407802867605
YZ Cet,YZ Cet d,0.00342952,True,0.8,5.758770483143634,2.720647808954717,0.019749818547350754,0.00933051607376638,10.0,5532.8407802867605
HD 191939,HD 191939 b,0.03146352,False,1.0,,3.057446401762336,,,,24313.007628351686
HD 191939,HD 191939 c,0.02517081,False,1.0,,3.057446401762336,,,,24313.007628351686
HD 191939,HD 191939 d,0.00880979,False,1.0,,3.057446401762336,,,,24313.007628351686
HD 191939,HD 191939 e,0.35302068,True,1.0,,3.057446401762336,,1.079341807813693,,24313.007628351686
HD 191939,HD 191939 g,0.04247575,True,1.0,,3.057446401762336,,0.12986732899965653,,24313.007628351686
HD 191939,HD 191939 f,2.88,True,1.0,,3.057446401762336,,8.805445637075527,,24313.007628351686
HD 189567,HD 189567 b,0.02674399,True,1.0,,3.057446401762336,,0.08176831599426788,,39118.413473640416
HD 189567,HD 189567 c,0.02202446,True,1.0,,3.057446401762336,,0.0673386059777585,,39118.413473640416
HD 28471,HD 28471 b,0.01170443,True,0.95,5.758770483143634,2.5827121581465673,0.06740312600602084,0.030229173665175427,10.0,8665.02433278105
HD 28471,HD 28471 c,0.01799713,True,0.95,5.758770483143634,2.5827121581465673,0.10364134102529879,0.04648140646274433,10.0,8665.02433278105
HD 28471,HD 28471 d,0.01544859,True,0.95,5.758770483143634,2.5827121581465673,0.08896488409818791,0.03989926121922148,10.0,8665.02433278105
GJ 887,GJ 887 e,0.00459367,True,0.95,9.566772233505626,2.6750616995467165,0.04394659460588779,0.012288350677356766,6.000000000000001,12114.716549092416
GJ 887,GJ 887 b,0.01227077,True,0.95,9.566772233505626,2.6750616995467165,0.11739166171973384,0.03282506685094686,6.000000000000001,12114.716549092416
GJ 887,GJ 887 c,0.02045129,True,0.95,9.566772233505626,2.6750616995467165,0.19565283331137126,0.05470846258532277,6.000000000000001,12114.716549092416
GJ 887,GJ 887 d,0.01919275,True,0.95,9.566772233505626,2.6750616995467165,0.1836126677846151,0.05134179043397525,6.000000000000001,12114.716549092416
HD 219134,HD 219134 b,0.01491363,False,1.0,,3.1129997760523618,,,,8467.970305490599
HD 219134,HD 219134 c,0.01371803,False,1.0,,3.1129997760523618,,,,8467.970305490599
HD 219134,HD 219134 f,0.02296825,False,1.0,,3.1129997760523618,,,,8467.970305490599
HD 219134,HD 219134 d,0.05087625,False,1.0,,3.1129997760523618,,,,8467.970305490599
HD 219134,HD 219134 g,0.034,True,1.0,,3.1129997760523618,,0.1058419923857803,,8467.970305490599
HD 219134,HD 219134 h,0.34,True,1.0,,3.1129997760523618,,1.0584199238578031,,8467.970305490599
Kepler-68,Kepler-68 b,0.02526521,False,1.0,,3.171823353363727,,,,14780.979669510269
Kepler-68,Kepler-68 c,0.00409026,False,1.0,,3.171823353363727,,,,14780.979669510269
Kepler-68,Kepler-68 d,0.84007174,False,1.0,,3.171823353363727,,,,14780.979669510269
Kepler-68,Kepler-68 e,0.272,True,1.0,,3.171823353363727,,0.8627359521149338,,14780.979669510269
TOI-6695,TOI-6695 b,0.21,False,1.0,,3.2025630761017436,,,,220093.09724579603
TOI-6695,TOI-6695 c,1.45,True,1.0,,3.2025630761017436,,4.6437164603475285,,220093.09724579603
K2-18,K2-18 c,0.02362898,True,1.0,,2.8736848324283986,,0.06790224143175398,,24536.61922549207
K2-18,K2-18 b,0.02806532,False,1.0,,2.8736848324283986,,,,24536.61922549207
HD 20003,HD 20003 b,0.0367,True,0.95,,3.0440342506980764,,0.11171605700061941,,32438.604686689217
HD 20003,HD 20003 c,0.0454,True,0.95,,3.0440342506980764,,0.1381991549816927,,32438.604686689217
Kepler-56,Kepler-56 b,0.07,False,1.0,,3.2025630761017436,,,,28751.815192045677
Kepler-56,Kepler-56 c,0.57,False,1.0,,3.2025630761017436,,,,28751.815192045677
Kepler-56,Kepler-56 d,5.61,True,1.0,,3.2025630761017436,,17.96637885693078,,28751.815192045677
HD 20781,HD 20781 b,0.0061,True,1.0,,3.141983151876895,,0.01916609722644906,,14547.570856836066
HD 20781,HD 20781 c,0.0168,True,1.0,,3.141983151876895,,0.05278531695153183,,14547.570856836066
HD 20781,HD 20781 d,0.0334,True,1.0,,3.141983151876895,,0.10494223727268828,,14547.570856836066
HD 20781,HD 20781 e,0.0442,True,1.0,,3.141983151876895,,0.13887565531295876,,14547.570856836066
HD 104067,HD 104067 c,0.04153184,True,1.0,,3.2025630761017436,,0.13300833726656544,,38053.937262029875
HD 104067,HD 104067 b,0.19538845,True,1.0,,3.2025630761017436,,0.6257438354667517,,38053.937262029875
Wolf 1061,Wolf 1061 b,0.0060095,True,1.0,,3.127386917749207,,0.018794031682213858,,13379.60364511561
Wolf 1061,Wolf 1061 c,0.01072901,True,1.0,,3.127386917749207,,0.03355376551440042,,13379.60364511561
Wolf 1061,Wolf 1061 d,0.02422679,True,1.0,,3.127386917749207,,0.07576654610505731,,13379.60364511561
HD 21693,HD 21693 b,0.0259,True,1.0,,3.2025630761017436,,0.08294638367103516,,62090.625700082936
HD 21693,HD 21693 c,0.0547,True,1.0,,3.2025630761017436,,0.17518020026276537,,62090.625700082936
TOI-5789,TOI-5789 b,0.00667027,True,1.0,,3.2025630761017436,,0.021361960409629177,,7566.571220038697
TOI-5789,TOI-5789 c,0.01573176,False,1.0,,3.2025630761017436,,,,7566.571220038697
TOI-5789,TOI-5789 d,0.01349785,True,1.0,,3.2025630761017436,,0.04322771601675992,,7566.571220038697
TOI-5789,TOI-5789 e,0.03652915,True,1.0,,3.2025630761017436,,0.11698690699138202,,7566.571220038697
Kepler-48,Kepler-48 b,0.01239656,False,1.0,,3.2025630761017436,,,,13081.451706519376
Kepler-48,Kepler-48 c,0.04596797,False,1.0,,3.2025630761017436,,,,13081.451706519376
Kepler-48,Kepler-48 d,0.025,False,1.0,,3.2025630761017436,,,,13081.451706519376
Kepler-48,Kepler-48 e,2.067,False,1.0,,3.2025630761017436,,,,13081.451706519376
Kepler-48,Kepler-48 f,0.93944088,True,1.0,,3.2025630761017436,,3.0086186744685293,,13081.451706519376
L 98-59,L 98-59 b,0.00144732,False,1.0,9.566772233505626,2.9796234971089235,,,6.000000000000001,6168.69023395157
L 98-59,L 98-59 c,0.0062927,False,1.0,9.566772233505626,2.9796234971089235,,,6.000000000000001,6168.69023395157
L 98-59,L 98-59 d,0.00516002,False,1.0,9.566772233505626,2.9796234971089235,,,6.000000000000001,6168.69023395157
L 98-59,L 98-59 e,0.00887271,True,1.0,9.566772233505626,2.9796234971089235,0.08488319566394771,0.026437335199033317,6.000000000000001,6168.69023395157
L 98-59,L 98-59 f,0.00880979,True,1.0,9.566772233505626,2.9796234971089235,0.08428125435501552,0.026249857288595222,6.000000000000001,6168.69023395157
HD 158259,HD 158259 b,0.00698487,False,1.0,,3.171823353363727,,,,5963.039311194876
HD 158259,HD 158259 c,0.01761948,True,1.0,,3.171823353363727,,0.05588587813812512,,5963.039311194876
HD 158259,HD 158259 d,0.01702168,True,1.0,,3.171823353363727,,0.053989762137484285,,5963.039311194876
HD 158259,HD 158259 e,0.01912972,True,1.0,,3.171823353363727,,0.060676092639309155,,5963.039311194876
HD 158259,HD 158259 f,0.0193185,True,1.0,,3.171823353363727,,0.061274869451957155,,5963.039311194876
DMPP-6,DMPP-6 b,0.01824884,True,1.0,,3.2025630761017436,,0.05844306116568854,,20815.058969456015
DMPP-6,DMPP-6 c,0.04238136,True,1.0,,3.2025630761017436,,0.13572897865097538,,20815.058969456015
Kepler-129,Kepler-129 b,0.06292704,False,1.0,,3.187077990652579,,,,43230.666067259226
Kepler-129,Kepler-129 c,0.13529313,False,1.0,,3.187077990652579,,,,43230.666067259226
Kepler-129,Kepler-129 d,8.3,True,1.0,,3.187077990652579,,26.452747322416407,,43230.666067259226
HD 39194,HD 39194 b,0.01453615,True,1.0,,3.2025630761017436,,0.04655293725867636,,15433.046515965518
HD 39194,HD 39194 c,0.02356618,True,1.0,,3.2025630761017436,,0.07547217791276739,,15433.046515965518
HD 39194,HD 39194 d,0.01623518,True,1.0,,3.2025630761017436,,0.0519941880018655,,15433.046515965518
